speciesA,speciesB,RI,,,
Quercus affinis,Quercus obtusata,1,,,
Quercus affinis,Quercus peduncularis,1,,,
Quercus affinis,Quercus deserticola,1,,,
Quercus affinis,Quercus diversifolia,1,,,
Quercus affinis,Quercus glaucoides,1,,,
Quercus affinis,Quercus grisea,1,,,
Quercus affinis,Quercus chihuahuensis,1,,,
Quercus affinis,Quercus toumeyi,1,,,
Quercus laurina,Quercus fusiformis,1,,,
Quercus laurina,Quercus mohriana,1,,,
Quercus laurina,Quercus polymorpha,1,,,
Quercus laurina,Quercus laceyi,1,,,
Quercus laurina,Quercus vaseyana,1,,,
Quercus laurina,Quercus pungens,1,,,
Quercus laurina,Quercus sinuata,1,,,
Quercus laurina,Quercus martinezii,1,,,
Quercus laurina,Quercus germana,1,,,
Quercus laurina,Quercus lancifolia,1,,,
Quercus laurina,Quercus insignis,1,,,
Quercus laurina,Quercus corrugata,1,,,
Quercus laurina,Quercus copeyensis,1,,,
Quercus laurina,Quercus liebmanii,1,,,
Quercus laurina,Quercus glaucescens,1,,,
Quercus laurina,Quercus magnoliifolia,1,,,
Quercus laurina,Quercus resinosa,1,,,
Quercus laurina,Quercus subspathulata,1,,,
Quercus laurina,Quercus segoviensis,1,,,
Quercus laurina,Quercus potosina,1,,,
Quercus laurina,Quercus striatula,1,,,
Quercus laurina,Quercus glabrescens,1,,,
Quercus laurina,Quercus rugosa,1,,,
Quercus laurina,Quercus greggii,1,,,
Quercus laurina,Quercus obtusata,1,,,
Quercus laurina,Quercus peduncularis,1,,,
Quercus laurina,Quercus deserticola,1,,,
Quercus laurina,Quercus diversifolia,1,,,
Quercus laurina,Quercus glaucoides,1,,,
Quercus laurina,Quercus grisea,1,,,
Quercus laurina,Quercus chihuahuensis,1,,,
Quercus laurina,Quercus toumeyi,1,,,
Quercus fulva,Quercus fusiformis,1,,,
Quercus fulva,Quercus engelmannii,1,,,
Quercus fulva,Quercus mohriana,1,,,
Quercus fulva,Quercus polymorpha,1,,,
Quercus fulva,Quercus laceyi,1,,,
Quercus fulva,Quercus vaseyana,1,,,
Quercus fulva,Quercus pungens,1,,,
Quercus fulva,Quercus sinuata,1,,,
Quercus fulva,Quercus martinezii,1,,,
Quercus fulva,Quercus germana,1,,,
Quercus fulva,Quercus lancifolia,1,,,
Quercus fulva,Quercus insignis,1,,,
Quercus fulva,Quercus corrugata,1,,,
Quercus fulva,Quercus liebmanii,1,,,
Quercus fulva,Quercus glaucescens,1,,,
Quercus fulva,Quercus magnoliifolia,1,,,
Quercus fulva,Quercus resinosa,1,,,
Quercus fulva,Quercus subspathulata,1,,,
Quercus fulva,Quercus segoviensis,1,,,
Quercus fulva,Quercus potosina,1,,,
Quercus fulva,Quercus striatula,1,,,
Quercus fulva,Quercus glabrescens,1,,,
Quercus fulva,Quercus rugosa,1,,,
Quercus fulva,Quercus greggii,1,,,
Quercus fulva,Quercus obtusata,1,,,
Quercus fulva,Quercus peduncularis,1,,,
Quercus fulva,Quercus deserticola,1,,,
Quercus fulva,Quercus diversifolia,1,,,
Quercus fulva,Quercus glaucoides,1,,,
Quercus fulva,Quercus grisea,1,,,
Quercus fulva,Quercus chihuahuensis,1,,,
Quercus fulva,Quercus oblongifolia,1,,,
Quercus fulva,Quercus toumeyi,1,,,
Quercus eduardi,Quercus fusiformis,1,,,
Quercus eduardi,Quercus polymorpha,1,,,
Quercus eduardi,Quercus laceyi,1,,,
Quercus eduardi,Quercus vaseyana,1,,,
Quercus eduardi,Quercus pungens,1,,,
Quercus eduardi,Quercus sinuata,1,,,
Quercus eduardi,Quercus martinezii,1,,,
Quercus eduardi,Quercus germana,1,,,
Quercus eduardi,Quercus lancifolia,1,,,
Quercus eduardi,Quercus insignis,1,,,
Quercus eduardi,Quercus corrugata,1,,,
Quercus eduardi,Quercus liebmanii,1,,,
Quercus eduardi,Quercus glaucescens,1,,,
Quercus eduardi,Quercus magnoliifolia,1,,,
Quercus eduardi,Quercus resinosa,1,,,
Quercus eduardi,Quercus subspathulata,1,,,
Quercus eduardi,Quercus potosina,1,,,
Quercus eduardi,Quercus striatula,1,,,
Quercus eduardi,Quercus glabrescens,1,,,
Quercus eduardi,Quercus rugosa,1,,,
Quercus eduardi,Quercus greggii,1,,,
Quercus eduardi,Quercus obtusata,1,,,
Quercus eduardi,Quercus peduncularis,1,,,
Quercus eduardi,Quercus deserticola,1,,,
Quercus eduardi,Quercus diversifolia,1,,,
Quercus eduardi,Quercus glaucoides,1,,,
Quercus eduardi,Quercus chihuahuensis,1,,,
Quercus acutifolia,Quercus fusiformis,1,,,
Quercus acutifolia,Quercus polymorpha,1,,,
Quercus acutifolia,Quercus laceyi,1,,,
Quercus acutifolia,Quercus vaseyana,1,,,
Quercus acutifolia,Quercus pungens,1,,,
Quercus acutifolia,Quercus sinuata,1,,,
Quercus acutifolia,Quercus martinezii,1,,,
Quercus acutifolia,Quercus germana,1,,,
Quercus acutifolia,Quercus lancifolia,1,,,
Quercus acutifolia,Quercus insignis,1,,,
Quercus acutifolia,Quercus corrugata,1,,,
Quercus acutifolia,Quercus copeyensis,1,,,
Quercus acutifolia,Quercus liebmanii,1,,,
Quercus acutifolia,Quercus glaucescens,1,,,
Quercus acutifolia,Quercus magnoliifolia,1,,,
Quercus acutifolia,Quercus resinosa,1,,,
Quercus acutifolia,Quercus subspathulata,1,,,
Quercus acutifolia,Quercus segoviensis,1,,,
Quercus acutifolia,Quercus potosina,1,,,
Quercus acutifolia,Quercus striatula,1,,,
Quercus acutifolia,Quercus glabrescens,1,,,
Quercus acutifolia,Quercus rugosa,1,,,
Quercus acutifolia,Quercus greggii,1,,,
Quercus acutifolia,Quercus obtusata,1,,,
Quercus acutifolia,Quercus peduncularis,1,,,
Quercus acutifolia,Quercus deserticola,1,,,
Quercus acutifolia,Quercus diversifolia,1,,,
Quercus acutifolia,Quercus glaucoides,1,,,
Quercus acutifolia,Quercus chihuahuensis,1,,,
Quercus scytophylla,Quercus polymorpha,1,,,
Quercus scytophylla,Quercus laceyi,1,,,
Quercus scytophylla,Quercus vaseyana,1,,,
Quercus scytophylla,Quercus pungens,1,,,
Quercus scytophylla,Quercus martinezii,1,,,
Quercus scytophylla,Quercus germana,1,,,
Quercus scytophylla,Quercus lancifolia,1,,,
Quercus scytophylla,Quercus insignis,1,,,
Quercus scytophylla,Quercus corrugata,1,,,
Quercus scytophylla,Quercus copeyensis,1,,,
Quercus scytophylla,Quercus liebmanii,1,,,
Quercus scytophylla,Quercus glaucescens,1,,,
Quercus scytophylla,Quercus magnoliifolia,1,,,
Quercus scytophylla,Quercus resinosa,1,,,
Quercus scytophylla,Quercus subspathulata,1,,,
Quercus scytophylla,Quercus segoviensis,1,,,
Quercus scytophylla,Quercus potosina,1,,,
Quercus scytophylla,Quercus striatula,1,,,
Quercus scytophylla,Quercus glabrescens,1,,,
Quercus scytophylla,Quercus rugosa,1,,,
Quercus scytophylla,Quercus greggii,1,,,
Quercus scytophylla,Quercus obtusata,1,,,
Quercus scytophylla,Quercus peduncularis,1,,,
Quercus scytophylla,Quercus deserticola,1,,,
Quercus scytophylla,Quercus diversifolia,1,,,
Quercus scytophylla,Quercus glaucoides,1,,,
Quercus scytophylla,Quercus chihuahuensis,1,,,
Quercus durifolia,Quercus fusiformis,1,,,
Quercus durifolia,Quercus engelmannii,1,,,
Quercus durifolia,Quercus mohriana,1,,,
Quercus durifolia,Quercus polymorpha,1,,,
Quercus durifolia,Quercus laceyi,1,,,
Quercus durifolia,Quercus vaseyana,1,,,
Quercus durifolia,Quercus pungens,1,,,
Quercus durifolia,Quercus sinuata,1,,,
Quercus durifolia,Quercus martinezii,1,,,
Quercus durifolia,Quercus germana,1,,,
Quercus durifolia,Quercus lancifolia,1,,,
Quercus durifolia,Quercus magnoliifolia,1,,,
Quercus durifolia,Quercus resinosa,1,,,
Quercus durifolia,Quercus subspathulata,1,,,
Quercus durifolia,Quercus potosina,1,,,
Quercus durifolia,Quercus striatula,1,,,
Quercus durifolia,Quercus glabrescens,1,,,
Quercus durifolia,Quercus rugosa,1,,,
Quercus durifolia,Quercus greggii,1,,,
Quercus durifolia,Quercus obtusata,1,,,
Quercus durifolia,Quercus peduncularis,1,,,
Quercus durifolia,Quercus deserticola,1,,,
Quercus durifolia,Quercus diversifolia,1,,,
Quercus durifolia,Quercus glaucoides,1,,,
Quercus durifolia,Quercus grisea,1,,,
Quercus durifolia,Quercus chihuahuensis,1,,,
Quercus durifolia,Quercus oblongifolia,1,,,
Quercus durifolia,Quercus toumeyi,1,,,
Quercus sideroxyla,Quercus fusiformis,1,,,
Quercus sideroxyla,Quercus engelmannii,1,,,
Quercus sideroxyla,Quercus mohriana,1,,,
Quercus sideroxyla,Quercus polymorpha,1,,,
Quercus sideroxyla,Quercus laceyi,1,,,
Quercus sideroxyla,Quercus vaseyana,1,,,
Quercus sideroxyla,Quercus pungens,1,,,
Quercus sideroxyla,Quercus sinuata,1,,,
Quercus sideroxyla,Quercus martinezii,1,,,
Quercus sideroxyla,Quercus germana,1,,,
Quercus sideroxyla,Quercus lancifolia,1,,,
Quercus sideroxyla,Quercus insignis,1,,,
Quercus sideroxyla,Quercus corrugata,1,,,
Quercus sideroxyla,Quercus liebmanii,1,,,
Quercus sideroxyla,Quercus glaucescens,1,,,
Quercus sideroxyla,Quercus magnoliifolia,1,,,
Quercus sideroxyla,Quercus resinosa,1,,,
Quercus sideroxyla,Quercus subspathulata,1,,,
Quercus sideroxyla,Quercus segoviensis,1,,,
Quercus sideroxyla,Quercus potosina,1,,,
Quercus sideroxyla,Quercus striatula,1,,,
Quercus sideroxyla,Quercus glabrescens,1,,,
Quercus sideroxyla,Quercus rugosa,1,,,
Quercus sideroxyla,Quercus greggii,1,,,
Quercus sideroxyla,Quercus obtusata,1,,,
Quercus sideroxyla,Quercus peduncularis,1,,,
Quercus sideroxyla,Quercus deserticola,1,,,
Quercus sideroxyla,Quercus diversifolia,1,,,
Quercus sideroxyla,Quercus glaucoides,1,,,
Quercus sideroxyla,Quercus grisea,1,,,
Quercus sideroxyla,Quercus chihuahuensis,1,,,
Quercus sideroxyla,Quercus oblongifolia,1,,,
Quercus sideroxyla,Quercus toumeyi,1,,,
Quercus hypoleucoides,Quercus palmeri,1,,,
Quercus hypoleucoides,Quercus chrysolepis,1,,,
Quercus hypoleucoides,Quercus engelmannii,1,,,
Quercus hypoleucoides,Quercus michauxii,1,,,
Quercus hypoleucoides,Quercus mohriana,1,,,
Quercus hypoleucoides,Quercus polymorpha,1,,,
Quercus hypoleucoides,Quercus pungens,1,,,
Quercus hypoleucoides,Quercus sinuata,1,,,
Quercus hypoleucoides,Quercus subspathulata,1,,,
Quercus hypoleucoides,Quercus striatula,1,,,
Quercus hypoleucoides,Quercus rugosa,1,,,
Quercus hypoleucoides,Quercus greggii,1,,,
Quercus hypoleucoides,Quercus grisea,1,,,
Quercus hypoleucoides,Quercus chihuahuensis,1,,,
Quercus hypoleucoides,Quercus oblongifolia,1,,,
Quercus hypoleucoides,Quercus toumeyi,1,,,
Quercus hypoleucoides,Quercus turbinella,1,,,
Quercus urbanii,Quercus fusiformis,1,,,
Quercus urbanii,Quercus engelmannii,1,,,
Quercus urbanii,Quercus mohriana,1,,,
Quercus urbanii,Quercus polymorpha,1,,,
Quercus urbanii,Quercus laceyi,1,,,
Quercus urbanii,Quercus vaseyana,1,,,
Quercus urbanii,Quercus pungens,1,,,
Quercus urbanii,Quercus sinuata,1,,,
Quercus urbanii,Quercus martinezii,1,,,
Quercus urbanii,Quercus germana,1,,,
Quercus urbanii,Quercus lancifolia,1,,,
Quercus urbanii,Quercus insignis,1,,,
Quercus urbanii,Quercus corrugata,1,,,
Quercus urbanii,Quercus copeyensis,1,,,
Quercus urbanii,Quercus liebmanii,1,,,
Quercus urbanii,Quercus glaucescens,1,,,
Quercus urbanii,Quercus magnoliifolia,1,,,
Quercus urbanii,Quercus resinosa,1,,,
Quercus urbanii,Quercus subspathulata,1,,,
Quercus urbanii,Quercus segoviensis,1,,,
Quercus urbanii,Quercus potosina,1,,,
Quercus urbanii,Quercus striatula,1,,,
Quercus urbanii,Quercus glabrescens,1,,,
Quercus urbanii,Quercus rugosa,1,,,
Quercus urbanii,Quercus greggii,1,,,
Quercus urbanii,Quercus obtusata,1,,,
Quercus urbanii,Quercus peduncularis,1,,,
Quercus urbanii,Quercus deserticola,1,,,
Quercus urbanii,Quercus diversifolia,1,,,
Quercus urbanii,Quercus glaucoides,1,,,
Quercus urbanii,Quercus grisea,1,,,
Quercus urbanii,Quercus chihuahuensis,1,,,
Quercus urbanii,Quercus oblongifolia,1,,,
Quercus urbanii,Quercus toumeyi,1,,,
Quercus crassifolia,Quercus fusiformis,1,,,
Quercus crassifolia,Quercus polymorpha,1,,,
Quercus crassifolia,Quercus laceyi,1,,,
Quercus crassifolia,Quercus vaseyana,1,,,
Quercus crassifolia,Quercus pungens,1,,,
Quercus crassifolia,Quercus sinuata,1,,,
Quercus crassifolia,Quercus martinezii,1,,,
Quercus crassifolia,Quercus germana,1,,,
Quercus crassifolia,Quercus lancifolia,1,,,
Quercus crassifolia,Quercus insignis,1,,,
Quercus crassifolia,Quercus corrugata,1,,,
Quercus crassifolia,Quercus copeyensis,1,,,
Quercus crassifolia,Quercus liebmanii,1,,,
Quercus crassifolia,Quercus glaucescens,1,,,
Quercus crassifolia,Quercus magnoliifolia,1,,,
Quercus crassifolia,Quercus resinosa,1,,,
Quercus crassifolia,Quercus subspathulata,1,,,
Quercus crassifolia,Quercus segoviensis,1,,,
Quercus crassifolia,Quercus potosina,1,,,
Quercus crassifolia,Quercus striatula,1,,,
Quercus crassifolia,Quercus glabrescens,1,,,
Quercus crassifolia,Quercus rugosa,1,,,
Quercus crassifolia,Quercus greggii,1,,,
Quercus crassifolia,Quercus obtusata,1,,,
Quercus crassifolia,Quercus peduncularis,1,,,
Quercus crassifolia,Quercus deserticola,1,,,
Quercus crassifolia,Quercus diversifolia,1,,,
Quercus crassifolia,Quercus glaucoides,1,,,
Quercus crassifolia,Quercus chihuahuensis,1,,,
Quercus crassifolia,Quercus toumeyi,1,,,
Quercus emoryi,Quercus cedrosensis,1,,,
Quercus emoryi,Quercus palmeri,1,,,
Quercus emoryi,Quercus chrysolepis,1,,,
Quercus emoryi,Quercus engelmannii,1,,,
Quercus emoryi,Quercus berberidifolia,1,,,
Quercus emoryi,Quercus cornelius-mulleri,1,,,
Quercus emoryi,Quercus dumosa,1,,,
Quercus emoryi,Quercus michauxii,1,,,
Quercus emoryi,Quercus mohriana,1,,,
Quercus emoryi,Quercus polymorpha,1,,,
Quercus emoryi,Quercus laceyi,1,,,
Quercus emoryi,Quercus vaseyana,1,,,
Quercus emoryi,Quercus pungens,1,,,
Quercus emoryi,Quercus sinuata,1,,,
Quercus emoryi,Quercus magnoliifolia,1,,,
Quercus emoryi,Quercus resinosa,1,,,
Quercus emoryi,Quercus subspathulata,1,,,
Quercus emoryi,Quercus potosina,1,,,
Quercus emoryi,Quercus striatula,1,,,
Quercus emoryi,Quercus rugosa,1,,,
Quercus emoryi,Quercus greggii,1,,,
Quercus emoryi,Quercus obtusata,1,,,
Quercus emoryi,Quercus deserticola,1,,,
Quercus emoryi,Quercus glaucoides,1,,,
Quercus emoryi,Quercus grisea,1,,,
Quercus emoryi,Quercus chihuahuensis,1,,,
Quercus emoryi,Quercus oblongifolia,1,,,
Quercus emoryi,Quercus toumeyi,1,,,
Quercus emoryi,Quercus turbinella,1,,,
Quercus viminea,Quercus engelmannii,1,,,
Quercus viminea,Quercus mohriana,1,,,
Quercus viminea,Quercus polymorpha,1,,,
Quercus viminea,Quercus laceyi,1,,,
Quercus viminea,Quercus vaseyana,1,,,
Quercus viminea,Quercus pungens,1,,,
Quercus viminea,Quercus martinezii,1,,,
Quercus viminea,Quercus germana,1,,,
Quercus viminea,Quercus lancifolia,1,,,
Quercus viminea,Quercus liebmanii,1,,,
Quercus viminea,Quercus magnoliifolia,1,,,
Quercus viminea,Quercus resinosa,1,,,
Quercus viminea,Quercus subspathulata,1,,,
Quercus viminea,Quercus potosina,1,,,
Quercus viminea,Quercus striatula,1,,,
Quercus viminea,Quercus glabrescens,1,,,
Quercus viminea,Quercus rugosa,1,,,
Quercus viminea,Quercus greggii,1,,,
Quercus viminea,Quercus obtusata,1,,,
Quercus viminea,Quercus peduncularis,1,,,
Quercus viminea,Quercus deserticola,1,,,
Quercus viminea,Quercus diversifolia,1,,,
Quercus viminea,Quercus glaucoides,1,,,
Quercus viminea,Quercus grisea,1,,,
Quercus viminea,Quercus chihuahuensis,1,,,
Quercus viminea,Quercus oblongifolia,1,,,
Quercus viminea,Quercus toumeyi,1,,,
Quercus viminea,Quercus turbinella,1,,,
Quercus jonesii,Quercus fusiformis,1,,,
Quercus jonesii,Quercus engelmannii,1,,,
Quercus jonesii,Quercus mohriana,1,,,
Quercus jonesii,Quercus polymorpha,1,,,
Quercus jonesii,Quercus laceyi,1,,,
Quercus jonesii,Quercus vaseyana,1,,,
Quercus jonesii,Quercus pungens,1,,,
Quercus jonesii,Quercus sinuata,1,,,
Quercus jonesii,Quercus martinezii,1,,,
Quercus jonesii,Quercus germana,1,,,
Quercus jonesii,Quercus lancifolia,1,,,
Quercus jonesii,Quercus liebmanii,1,,,
Quercus jonesii,Quercus glaucescens,1,,,
Quercus jonesii,Quercus magnoliifolia,1,,,
Quercus jonesii,Quercus resinosa,1,,,
Quercus jonesii,Quercus subspathulata,1,,,
Quercus jonesii,Quercus potosina,1,,,
Quercus jonesii,Quercus striatula,1,,,
Quercus jonesii,Quercus glabrescens,1,,,
Quercus jonesii,Quercus rugosa,1,,,
Quercus jonesii,Quercus greggii,1,,,
Quercus jonesii,Quercus obtusata,1,,,
Quercus jonesii,Quercus peduncularis,1,,,
Quercus jonesii,Quercus deserticola,1,,,
Quercus jonesii,Quercus diversifolia,1,,,
Quercus jonesii,Quercus glaucoides,1,,,
Quercus jonesii,Quercus grisea,1,,,
Quercus jonesii,Quercus chihuahuensis,1,,,
Quercus jonesii,Quercus oblongifolia,1,,,
Quercus jonesii,Quercus toumeyi,1,,,
Quercus aristata,Quercus polymorpha,1,,,
Quercus aristata,Quercus laceyi,1,,,
Quercus aristata,Quercus vaseyana,1,,,
Quercus aristata,Quercus pungens,1,,,
Quercus aristata,Quercus martinezii,1,,,
Quercus aristata,Quercus germana,1,,,
Quercus aristata,Quercus lancifolia,1,,,
Quercus aristata,Quercus insignis,1,,,
Quercus aristata,Quercus corrugata,1,,,
Quercus aristata,Quercus copeyensis,1,,,
Quercus aristata,Quercus liebmanii,1,,,
Quercus aristata,Quercus glaucescens,1,,,
Quercus aristata,Quercus magnoliifolia,1,,,
Quercus aristata,Quercus resinosa,1,,,
Quercus aristata,Quercus subspathulata,1,,,
Quercus aristata,Quercus segoviensis,1,,,
Quercus aristata,Quercus potosina,1,,,
Quercus aristata,Quercus striatula,1,,,
Quercus aristata,Quercus glabrescens,1,,,
Quercus aristata,Quercus rugosa,1,,,
Quercus aristata,Quercus greggii,1,,,
Quercus aristata,Quercus obtusata,1,,,
Quercus aristata,Quercus peduncularis,1,,,
Quercus aristata,Quercus deserticola,1,,,
Quercus aristata,Quercus diversifolia,1,,,
Quercus aristata,Quercus glaucoides,1,,,
Quercus aristata,Quercus chihuahuensis,1,,,
Quercus uxoris,Quercus polymorpha,1,,,
Quercus uxoris,Quercus pungens,1,,,
Quercus uxoris,Quercus martinezii,1,,,
Quercus uxoris,Quercus germana,1,,,
Quercus uxoris,Quercus lancifolia,1,,,
Quercus uxoris,Quercus insignis,1,,,
Quercus uxoris,Quercus corrugata,1,,,
Quercus uxoris,Quercus copeyensis,1,,,
Quercus uxoris,Quercus liebmanii,1,,,
Quercus uxoris,Quercus glaucescens,1,,,
Quercus uxoris,Quercus magnoliifolia,1,,,
Quercus uxoris,Quercus resinosa,1,,,
Quercus uxoris,Quercus subspathulata,1,,,
Quercus uxoris,Quercus segoviensis,1,,,
Quercus uxoris,Quercus potosina,1,,,
Quercus uxoris,Quercus glabrescens,1,,,
Quercus uxoris,Quercus rugosa,1,,,
Quercus uxoris,Quercus greggii,1,,,
Quercus uxoris,Quercus obtusata,1,,,
Quercus uxoris,Quercus peduncularis,1,,,
Quercus uxoris,Quercus deserticola,1,,,
Quercus uxoris,Quercus diversifolia,1,,,
Quercus uxoris,Quercus glaucoides,1,,,
Quercus elliptica,Quercus polymorpha,1,,,
Quercus elliptica,Quercus vaseyana,1,,,
Quercus elliptica,Quercus pungens,1,,,
Quercus elliptica,Quercus martinezii,1,,,
Quercus elliptica,Quercus germana,1,,,
Quercus elliptica,Quercus lancifolia,1,,,
Quercus elliptica,Quercus insignis,1,,,
Quercus elliptica,Quercus corrugata,1,,,
Quercus elliptica,Quercus copeyensis,1,,,
Quercus elliptica,Quercus liebmanii,1,,,
Quercus elliptica,Quercus glaucescens,1,,,
Quercus elliptica,Quercus magnoliifolia,1,,,
Quercus elliptica,Quercus resinosa,1,,,
Quercus elliptica,Quercus subspathulata,1,,,
Quercus elliptica,Quercus segoviensis,1,,,
Quercus elliptica,Quercus potosina,1,,,
Quercus elliptica,Quercus striatula,1,,,
Quercus elliptica,Quercus glabrescens,1,,,
Quercus elliptica,Quercus rugosa,1,,,
Quercus elliptica,Quercus greggii,1,,,
Quercus elliptica,Quercus obtusata,1,,,
Quercus elliptica,Quercus peduncularis,1,,,
Quercus elliptica,Quercus deserticola,1,,,
Quercus elliptica,Quercus diversifolia,1,,,
Quercus elliptica,Quercus glaucoides,1,,,
Quercus elliptica,Quercus chihuahuensis,1,,,
Quercus benthamii,Quercus polymorpha,1,,,
Quercus benthamii,Quercus germana,1,,,
Quercus benthamii,Quercus lancifolia,1,,,
Quercus benthamii,Quercus insignis,1,,,
Quercus benthamii,Quercus corrugata,1,,,
Quercus benthamii,Quercus copeyensis,1,,,
Quercus benthamii,Quercus magnoliifolia,1,,,
Quercus benthamii,Quercus segoviensis,1,,,
Quercus benthamii,Quercus glabrescens,1,,,
Quercus benthamii,Quercus rugosa,1,,,
Quercus benthamii,Quercus peduncularis,1,,,
Quercus benthamii,Quercus deserticola,1,,,
Quercus benthamii,Quercus glaucoides,1,,,
Quercus humboldtii,Quercus copeyensis,1,,,
Quercus eugeniifolia,Quercus polymorpha,1,,,
Quercus eugeniifolia,Quercus pungens,1,,,
Quercus eugeniifolia,Quercus martinezii,1,,,
Quercus eugeniifolia,Quercus germana,1,,,
Quercus eugeniifolia,Quercus lancifolia,1,,,
Quercus eugeniifolia,Quercus insignis,1,,,
Quercus eugeniifolia,Quercus corrugata,1,,,
Quercus eugeniifolia,Quercus copeyensis,1,,,
Quercus eugeniifolia,Quercus liebmanii,1,,,
Quercus eugeniifolia,Quercus glaucescens,1,,,
Quercus eugeniifolia,Quercus magnoliifolia,1,,,
Quercus eugeniifolia,Quercus subspathulata,1,,,
Quercus eugeniifolia,Quercus segoviensis,1,,,
Quercus eugeniifolia,Quercus potosina,1,,,
Quercus eugeniifolia,Quercus glabrescens,1,,,
Quercus eugeniifolia,Quercus rugosa,1,,,
Quercus eugeniifolia,Quercus greggii,1,,,
Quercus eugeniifolia,Quercus obtusata,1,,,
Quercus eugeniifolia,Quercus peduncularis,1,,,
Quercus eugeniifolia,Quercus deserticola,1,,,
Quercus eugeniifolia,Quercus diversifolia,1,,,
Quercus eugeniifolia,Quercus glaucoides,1,,,
Quercus costaricensis,Quercus canariensis,1,,,
Quercus costaricensis,Quercus lusitanica,1,,,
Quercus costaricensis,Quercus faginea,1,,,
Quercus costaricensis,Quercus pyrenaica,1,,,
Quercus costaricensis,Quercus frainetto,1,,,
Quercus costaricensis,Quercus polymorpha,1,,,
Quercus costaricensis,Quercus lancifolia,1,,,
Quercus costaricensis,Quercus insignis,1,,,
Quercus costaricensis,Quercus corrugata,1,,,
Quercus costaricensis,Quercus copeyensis,1,,,
Quercus costaricensis,Quercus segoviensis,1,,,
Quercus costaricensis,Quercus rugosa,1,,,
Quercus cortesii,Quercus polymorpha,1,,,
Quercus cortesii,Quercus martinezii,1,,,
Quercus cortesii,Quercus germana,1,,,
Quercus cortesii,Quercus lancifolia,1,,,
Quercus cortesii,Quercus insignis,1,,,
Quercus cortesii,Quercus corrugata,1,,,
Quercus cortesii,Quercus copeyensis,1,,,
Quercus cortesii,Quercus liebmanii,1,,,
Quercus cortesii,Quercus glaucescens,1,,,
Quercus cortesii,Quercus magnoliifolia,1,,,
Quercus cortesii,Quercus subspathulata,1,,,
Quercus cortesii,Quercus segoviensis,1,,,
Quercus cortesii,Quercus potosina,1,,,
Quercus cortesii,Quercus glabrescens,1,,,
Quercus cortesii,Quercus rugosa,1,,,
Quercus cortesii,Quercus greggii,1,,,
Quercus cortesii,Quercus obtusata,1,,,
Quercus cortesii,Quercus peduncularis,1,,,
Quercus cortesii,Quercus deserticola,1,,,
Quercus cortesii,Quercus diversifolia,1,,,
Quercus cortesii,Quercus glaucoides,1,,,
Quercus sapotifolia,Quercus polymorpha,1,,,
Quercus sapotifolia,Quercus pungens,1,,,
Quercus sapotifolia,Quercus martinezii,1,,,
Quercus sapotifolia,Quercus germana,1,,,
Quercus sapotifolia,Quercus lancifolia,1,,,
Quercus sapotifolia,Quercus insignis,1,,,
Quercus sapotifolia,Quercus corrugata,1,,,
Quercus sapotifolia,Quercus copeyensis,1,,,
Quercus sapotifolia,Quercus liebmanii,1,,,
Quercus sapotifolia,Quercus glaucescens,1,,,
Quercus sapotifolia,Quercus magnoliifolia,1,,,
Quercus sapotifolia,Quercus resinosa,1,,,
Quercus sapotifolia,Quercus subspathulata,1,,,
Quercus sapotifolia,Quercus segoviensis,1,,,
Quercus sapotifolia,Quercus potosina,1,,,
Quercus sapotifolia,Quercus glabrescens,1,,,
Quercus sapotifolia,Quercus rugosa,1,,,
Quercus sapotifolia,Quercus greggii,1,,,
Quercus sapotifolia,Quercus obtusata,1,,,
Quercus sapotifolia,Quercus peduncularis,1,,,
Quercus sapotifolia,Quercus deserticola,1,,,
Quercus sapotifolia,Quercus diversifolia,1,,,
Quercus sapotifolia,Quercus glaucoides,1,,,
Quercus cedrosensis,Quercus engelmannii,1,,,
Quercus cedrosensis,Quercus berberidifolia,1,,,
Quercus cedrosensis,Quercus cornelius-mulleri,1,,,
Quercus cedrosensis,Quercus dumosa,1,,,
Quercus cedrosensis,Quercus oblongifolia,1,,,
Quercus cedrosensis,Quercus turbinella,1,,,
Quercus palmeri,Quercus lobata,1,,,
Quercus palmeri,Quercus garryana,1,,,
Quercus palmeri,Quercus engelmannii,1,,,
Quercus palmeri,Quercus durata,1,,,
Quercus palmeri,Quercus berberidifolia,1,,,
Quercus palmeri,Quercus douglasii,1,,,
Quercus palmeri,Quercus john-tuckeri,1,,,
Quercus palmeri,Quercus cornelius-mulleri,1,,,
Quercus palmeri,Quercus dumosa,1,,,
Quercus palmeri,Quercus pungens,1,,,
Quercus palmeri,Quercus rugosa,1,,,
Quercus palmeri,Quercus grisea,1,,,
Quercus palmeri,Quercus oblongifolia,1,,,
Quercus palmeri,Quercus toumeyi,1,,,
Quercus palmeri,Quercus turbinella,1,,,
Quercus vacciniifolia,Quercus sadleriana,1,,,
Quercus vacciniifolia,Quercus lobata,1,,,
Quercus vacciniifolia,Quercus garryana,1,,,
Quercus vacciniifolia,Quercus engelmannii,1,,,
Quercus vacciniifolia,Quercus durata,1,,,
Quercus vacciniifolia,Quercus berberidifolia,1,,,
Quercus vacciniifolia,Quercus douglasii,1,,,
Quercus vacciniifolia,Quercus dumosa,1,,,
Quercus tomentella,Quercus lobata,1,,,
Quercus tomentella,Quercus garryana,1,,,
Quercus tomentella,Quercus engelmannii,1,,,
Quercus tomentella,Quercus durata,1,,,
