speciesA,speciesB,author,datatype,hybrid,exclude,notes,overlap,records
castanea,greggii,sproc,sproc,0,,,,
castanea,obtusata,sproc,sproc,0,,,,
castanea,peduncularis,sproc,sproc,0,,,,
castanea,deserticola,sproc,sproc,0,,,,
castanea,diversifolia,sproc,sproc,0,,,,
castanea,glaucoides,sproc,sproc,0,,,,
castanea,chihuahuensis,sproc,sproc,0,,,,
crassipes,polymorpha,sproc,sproc,0,,,,
crassipes,laceyi,sproc,sproc,0,,,,
crassipes,vaseyana,sproc,sproc,0,,,,
crassipes,pungens,sproc,sproc,0,,,,
crassipes,sinuata,sproc,sproc,0,,,,
crassipes,martinezii,sproc,sproc,0,,,,
crassipes,germana,sproc,sproc,0,,,,
crassipes,lancifolia,sproc,sproc,0,,,,
crassipes,insignis,sproc,sproc,0,,,,
crassipes,corrugata,sproc,sproc,0,,,,
crassipes,copeyensis,sproc,sproc,0,,,,
crassipes,liebmanii,sproc,sproc,0,,,,
crassipes,glaucescens,sproc,sproc,0,,,,
crassipes,magnoliifolia,sproc,sproc,0,,,,
crassipes,resinosa,sproc,sproc,0,,,,
crassipes,subspathulata,sproc,sproc,0,,,,
crassipes,segoviensis,sproc,sproc,0,,,,
crassipes,potosina,sproc,sproc,0,,,,
crassipes,striatula,sproc,sproc,0,,,,
crassipes,glabrescens,sproc,sproc,0,,,,
crassipes,rugosa,sproc,sproc,0,,,,
crassipes,greggii,sproc,sproc,0,,,,
crassipes,obtusata,sproc,sproc,0,,,,
crassipes,peduncularis,sproc,sproc,0,,,,
crassipes,deserticola,sproc,sproc,0,,,,
crassipes,diversifolia,sproc,sproc,0,,,,
crassipes,glaucoides,sproc,sproc,0,,,,
crassipes,grisea,sproc,sproc,0,,,,
crassipes,chihuahuensis,sproc,sproc,0,,,,
crassipes,oblongifolia,sproc,sproc,0,,,,
crassipes,toumeyi,sproc,sproc,0,,,,
grahamii,fusiformis,sproc,sproc,0,,,,
grahamii,polymorpha,sproc,sproc,0,,,,
grahamii,laceyi,sproc,sproc,0,,,,
grahamii,vaseyana,sproc,sproc,0,,,,
grahamii,pungens,sproc,sproc,0,,,,
grahamii,sinuata,sproc,sproc,0,,,,
grahamii,martinezii,sproc,sproc,0,,,,
grahamii,germana,sproc,sproc,0,,,,
grahamii,lancifolia,sproc,sproc,0,,,,
grahamii,insignis,sproc,sproc,0,,,,
grahamii,corrugata,sproc,sproc,0,,,,
grahamii,copeyensis,sproc,sproc,0,,,,
grahamii,liebmanii,sproc,sproc,0,,,,
grahamii,glaucescens,sproc,sproc,0,,,,
grahamii,magnoliifolia,sproc,sproc,0,,,,
grahamii,resinosa,sproc,sproc,0,,,,
grahamii,subspathulata,sproc,sproc,0,,,,
grahamii,segoviensis,sproc,sproc,0,,,,
grahamii,potosina,sproc,sproc,0,,,,
grahamii,striatula,sproc,sproc,0,,,,
grahamii,glabrescens,sproc,sproc,0,,,,
grahamii,rugosa,sproc,sproc,0,,,,
grahamii,greggii,sproc,sproc,0,,,,
grahamii,obtusata,sproc,sproc,0,,,,
grahamii,peduncularis,sproc,sproc,0,,,,
grahamii,deserticola,sproc,sproc,0,,,,
grahamii,diversifolia,sproc,sproc,0,,,,
grahamii,glaucoides,sproc,sproc,0,,,,
grahamii,chihuahuensis,sproc,sproc,0,,,,
mexicana,fusiformis,sproc,sproc,0,,,,
mexicana,polymorpha,sproc,sproc,0,,,,
mexicana,laceyi,sproc,sproc,0,,,,
mexicana,vaseyana,sproc,sproc,0,,,,
mexicana,pungens,sproc,sproc,0,,,,
mexicana,sinuata,sproc,sproc,0,,,,
mexicana,martinezii,sproc,sproc,0,,,,
mexicana,germana,sproc,sproc,0,,,,
mexicana,lancifolia,sproc,sproc,0,,,,
mexicana,insignis,sproc,sproc,0,,,,
mexicana,corrugata,sproc,sproc,0,,,,
mexicana,copeyensis,sproc,sproc,0,,,,
mexicana,liebmanii,sproc,sproc,0,,,,
mexicana,glaucescens,sproc,sproc,0,,,,
mexicana,magnoliifolia,sproc,sproc,0,,,,
mexicana,resinosa,sproc,sproc,0,,,,
mexicana,subspathulata,sproc,sproc,0,,,,
mexicana,segoviensis,sproc,sproc,0,,,,
mexicana,potosina,sproc,sproc,0,,,,
mexicana,striatula,sproc,sproc,0,,,,
mexicana,glabrescens,sproc,sproc,0,,,,
mexicana,rugosa,sproc,sproc,0,,,,
mexicana,greggii,sproc,sproc,0,,,,
mexicana,obtusata,sproc,sproc,0,,,,
mexicana,peduncularis,sproc,sproc,0,,,,
mexicana,deserticola,sproc,sproc,0,,,,
mexicana,diversifolia,sproc,sproc,0,,,,
mexicana,glaucoides,sproc,sproc,0,,,,
mexicana,chihuahuensis,sproc,sproc,0,,,,
mexicana,toumeyi,sproc,sproc,0,,,,
affinis,fusiformis,sproc,sproc,0,,,,
affinis,mohriana,sproc,sproc,0,,,,
affinis,polymorpha,sproc,sproc,0,,,,
affinis,laceyi,sproc,sproc,0,,,,
affinis,vaseyana,sproc,sproc,0,,,,
affinis,pungens,sproc,sproc,0,,,,
affinis,sinuata,sproc,sproc,0,,,,
affinis,martinezii,sproc,sproc,0,,,,
affinis,germana,sproc,sproc,0,,,,
affinis,lancifolia,sproc,sproc,0,,,,
affinis,insignis,sproc,sproc,0,,,,
affinis,corrugata,sproc,sproc,0,,,,
affinis,copeyensis,sproc,sproc,0,,,,
affinis,liebmanii,sproc,sproc,0,,,,
affinis,glaucescens,sproc,sproc,0,,,,
affinis,magnoliifolia,sproc,sproc,0,,,,
affinis,resinosa,sproc,sproc,0,,,,
affinis,subspathulata,sproc,sproc,0,,,,
affinis,segoviensis,sproc,sproc,0,,,,
affinis,potosina,sproc,sproc,0,,,,
affinis,striatula,sproc,sproc,0,,,,
affinis,glabrescens,sproc,sproc,0,,,,
affinis,rugosa,sproc,sproc,0,,,,
affinis,greggii,sproc,sproc,0,,,,
affinis,obtusata,sproc,sproc,0,,,,
affinis,peduncularis,sproc,sproc,0,,,,
affinis,deserticola,sproc,sproc,0,,,,
affinis,diversifolia,sproc,sproc,0,,,,
affinis,glaucoides,sproc,sproc,0,,,,
affinis,grisea,sproc,sproc,0,,,,
affinis,chihuahuensis,sproc,sproc,0,,,,
affinis,toumeyi,sproc,sproc,0,,,,
laurina,fusiformis,sproc,sproc,0,,,,
laurina,mohriana,sproc,sproc,0,,,,
laurina,polymorpha,sproc,sproc,0,,,,
laurina,laceyi,sproc,sproc,0,,,,
laurina,vaseyana,sproc,sproc,0,,,,
laurina,pungens,sproc,sproc,0,,,,
laurina,sinuata,sproc,sproc,0,,,,
laurina,martinezii,sproc,sproc,0,,,,
laurina,germana,sproc,sproc,0,,,,
laurina,lancifolia,sproc,sproc,0,,,,
laurina,insignis,sproc,sproc,0,,,,
laurina,corrugata,sproc,sproc,0,,,,
laurina,copeyensis,sproc,sproc,0,,,,
laurina,liebmanii,sproc,sproc,0,,,,
laurina,glaucescens,sproc,sproc,0,,,,
laurina,magnoliifolia,sproc,sproc,0,,,,
laurina,resinosa,sproc,sproc,0,,,,
laurina,subspathulata,sproc,sproc,0,,,,
laurina,segoviensis,sproc,sproc,0,,,,
laurina,potosina,sproc,sproc,0,,,,
laurina,striatula,sproc,sproc,0,,,,
laurina,glabrescens,sproc,sproc,0,,,,
laurina,rugosa,sproc,sproc,0,,,,
laurina,greggii,sproc,sproc,0,,,,
laurina,obtusata,sproc,sproc,0,,,,
laurina,peduncularis,sproc,sproc,0,,,,
laurina,deserticola,sproc,sproc,0,,,,
laurina,diversifolia,sproc,sproc,0,,,,
laurina,glaucoides,sproc,sproc,0,,,,
laurina,grisea,sproc,sproc,0,,,,
laurina,chihuahuensis,sproc,sproc,0,,,,
laurina,toumeyi,sproc,sproc,0,,,,
fulva,fusiformis,sproc,sproc,0,,,,
fulva,engelmannii,sproc,sproc,0,,,,
fulva,mohriana,sproc,sproc,0,,,,
fulva,polymorpha,sproc,sproc,0,,,,
fulva,laceyi,sproc,sproc,0,,,,
fulva,vaseyana,sproc,sproc,0,,,,
fulva,pungens,sproc,sproc,0,,,,
fulva,sinuata,sproc,sproc,0,,,,
fulva,martinezii,sproc,sproc,0,,,,
fulva,germana,sproc,sproc,0,,,,
fulva,lancifolia,sproc,sproc,0,,,,
fulva,insignis,sproc,sproc,0,,,,
fulva,corrugata,sproc,sproc,0,,,,
fulva,liebmanii,sproc,sproc,0,,,,
fulva,glaucescens,sproc,sproc,0,,,,
fulva,magnoliifolia,sproc,sproc,0,,,,
fulva,resinosa,sproc,sproc,0,,,,
fulva,subspathulata,sproc,sproc,0,,,,
fulva,segoviensis,sproc,sproc,0,,,,
fulva,potosina,sproc,sproc,0,,,,
fulva,striatula,sproc,sproc,0,,,,
fulva,glabrescens,sproc,sproc,0,,,,
fulva,rugosa,sproc,sproc,0,,,,
fulva,greggii,sproc,sproc,0,,,,
fulva,obtusata,sproc,sproc,0,,,,
fulva,peduncularis,sproc,sproc,0,,,,
fulva,deserticola,sproc,sproc,0,,,,
fulva,diversifolia,sproc,sproc,0,,,,
fulva,glaucoides,sproc,sproc,0,,,,
fulva,grisea,sproc,sproc,0,,,,
fulva,chihuahuensis,sproc,sproc,0,,,,
fulva,oblongifolia,sproc,sproc,0,,,,
fulva,toumeyi,sproc,sproc,0,,,,
eduardi,fusiformis,sproc,sproc,0,,,,
eduardi,polymorpha,sproc,sproc,0,,,,
eduardi,laceyi,sproc,sproc,0,,,,
eduardi,vaseyana,sproc,sproc,0,,,,
eduardi,pungens,sproc,sproc,0,,,,
eduardi,sinuata,sproc,sproc,0,,,,
eduardi,martinezii,sproc,sproc,0,,,,
eduardi,germana,sproc,sproc,0,,,,
eduardi,lancifolia,sproc,sproc,0,,,,
eduardi,insignis,sproc,sproc,0,,,,
eduardi,corrugata,sproc,sproc,0,,,,
eduardi,liebmanii,sproc,sproc,0,,,,
eduardi,glaucescens,sproc,sproc,0,,,,
eduardi,magnoliifolia,sproc,sproc,0,,,,
eduardi,resinosa,sproc,sproc,0,,,,
eduardi,subspathulata,sproc,sproc,0,,,,
eduardi,potosina,sproc,sproc,0,,,,
eduardi,striatula,sproc,sproc,0,,,,
eduardi,glabrescens,sproc,sproc,0,,,,
eduardi,rugosa,sproc,sproc,0,,,,
eduardi,greggii,sproc,sproc,0,,,,
eduardi,obtusata,sproc,sproc,0,,,,
eduardi,peduncularis,sproc,sproc,0,,,,
eduardi,deserticola,sproc,sproc,0,,,,
eduardi,diversifolia,sproc,sproc,0,,,,
eduardi,glaucoides,sproc,sproc,0,,,,
eduardi,chihuahuensis,sproc,sproc,0,,,,
acutifolia,fusiformis,sproc,sproc,0,,,,
acutifolia,polymorpha,sproc,sproc,0,,,,
acutifolia,laceyi,sproc,sproc,0,,,,
acutifolia,vaseyana,sproc,sproc,0,,,,
acutifolia,pungens,sproc,sproc,0,,,,
acutifolia,sinuata,sproc,sproc,0,,,,
acutifolia,martinezii,sproc,sproc,0,,,,
acutifolia,germana,sproc,sproc,0,,,,
acutifolia,lancifolia,sproc,sproc,0,,,,
acutifolia,insignis,sproc,sproc,0,,,,
acutifolia,corrugata,sproc,sproc,0,,,,
acutifolia,copeyensis,sproc,sproc,0,,,,
acutifolia,liebmanii,sproc,sproc,0,,,,
acutifolia,glaucescens,sproc,sproc,0,,,,
acutifolia,magnoliifolia,sproc,sproc,0,,,,
acutifolia,resinosa,sproc,sproc,0,,,,
acutifolia,subspathulata,sproc,sproc,0,,,,
acutifolia,segoviensis,sproc,sproc,0,,,,
acutifolia,potosina,sproc,sproc,0,,,,
acutifolia,striatula,sproc,sproc,0,,,,
acutifolia,glabrescens,sproc,sproc,0,,,,
acutifolia,rugosa,sproc,sproc,0,,,,
acutifolia,greggii,sproc,sproc,0,,,,
acutifolia,obtusata,sproc,sproc,0,,,,
acutifolia,peduncularis,sproc,sproc,0,,,,
acutifolia,deserticola,sproc,sproc,0,,,,
acutifolia,diversifolia,sproc,sproc,0,,,,
acutifolia,glaucoides,sproc,sproc,0,,,,
acutifolia,chihuahuensis,sproc,sproc,0,,,,
scytophylla,polymorpha,sproc,sproc,0,,,,
scytophylla,laceyi,sproc,sproc,0,,,,
scytophylla,vaseyana,sproc,sproc,0,,,,
scytophylla,pungens,sproc,sproc,0,,,,
scytophylla,martinezii,sproc,sproc,0,,,,
scytophylla,germana,sproc,sproc,0,,,,
scytophylla,lancifolia,sproc,sproc,0,,,,
scytophylla,insignis,sproc,sproc,0,,,,
scytophylla,corrugata,sproc,sproc,0,,,,
scytophylla,copeyensis,sproc,sproc,0,,,,
scytophylla,liebmanii,sproc,sproc,0,,,,
scytophylla,glaucescens,sproc,sproc,0,,,,
scytophylla,magnoliifolia,sproc,sproc,0,,,,
scytophylla,resinosa,sproc,sproc,0,,,,
scytophylla,subspathulata,sproc,sproc,0,,,,
scytophylla,segoviensis,sproc,sproc,0,,,,
scytophylla,potosina,sproc,sproc,0,,,,
scytophylla,striatula,sproc,sproc,0,,,,
scytophylla,glabrescens,sproc,sproc,0,,,,
scytophylla,rugosa,sproc,sproc,0,,,,
scytophylla,greggii,sproc,sproc,0,,,,
scytophylla,obtusata,sproc,sproc,0,,,,
scytophylla,peduncularis,sproc,sproc,0,,,,
scytophylla,deserticola,sproc,sproc,0,,,,
scytophylla,diversifolia,sproc,sproc,0,,,,
scytophylla,glaucoides,sproc,sproc,0,,,,
scytophylla,chihuahuensis,sproc,sproc,0,,,,
durifolia,fusiformis,sproc,sproc,0,,,,
durifolia,engelmannii,sproc,sproc,0,,,,
durifolia,mohriana,sproc,sproc,0,,,,
durifolia,polymorpha,sproc,sproc,0,,,,
durifolia,laceyi,sproc,sproc,0,,,,
durifolia,vaseyana,sproc,sproc,0,,,,
durifolia,pungens,sproc,sproc,0,,,,
durifolia,sinuata,sproc,sproc,0,,,,
durifolia,martinezii,sproc,sproc,0,,,,
durifolia,germana,sproc,sproc,0,,,,
durifolia,lancifolia,sproc,sproc,0,,,,
durifolia,magnoliifolia,sproc,sproc,0,,,,
durifolia,resinosa,sproc,sproc,0,,,,
durifolia,subspathulata,sproc,sproc,0,,,,
durifolia,potosina,sproc,sproc,0,,,,
durifolia,striatula,sproc,sproc,0,,,,
durifolia,glabrescens,sproc,sproc,0,,,,
durifolia,rugosa,sproc,sproc,0,,,,
durifolia,greggii,sproc,sproc,0,,,,
durifolia,obtusata,sproc,sproc,0,,,,
durifolia,peduncularis,sproc,sproc,0,,,,
durifolia,deserticola,sproc,sproc,0,,,,
durifolia,diversifolia,sproc,sproc,0,,,,
durifolia,glaucoides,sproc,sproc,0,,,,
durifolia,grisea,sproc,sproc,0,,,,
durifolia,chihuahuensis,sproc,sproc,0,,,,
durifolia,oblongifolia,sproc,sproc,0,,,,
durifolia,toumeyi,sproc,sproc,0,,,,
sideroxyla,fusiformis,sproc,sproc,0,,,,
sideroxyla,engelmannii,sproc,sproc,0,,,,
sideroxyla,mohriana,sproc,sproc,0,,,,
sideroxyla,polymorpha,sproc,sproc,0,,,,
sideroxyla,laceyi,sproc,sproc,0,,,,
sideroxyla,vaseyana,sproc,sproc,0,,,,
sideroxyla,pungens,sproc,sproc,0,,,,
sideroxyla,sinuata,sproc,sproc,0,,,,
sideroxyla,martinezii,sproc,sproc,0,,,,
sideroxyla,germana,sproc,sproc,0,,,,
sideroxyla,lancifolia,sproc,sproc,0,,,,
sideroxyla,insignis,sproc,sproc,0,,,,
sideroxyla,corrugata,sproc,sproc,0,,,,
sideroxyla,liebmanii,sproc,sproc,0,,,,
sideroxyla,glaucescens,sproc,sproc,0,,,,
sideroxyla,magnoliifolia,sproc,sproc,0,,,,
sideroxyla,resinosa,sproc,sproc,0,,,,
sideroxyla,subspathulata,sproc,sproc,0,,,,
sideroxyla,segoviensis,sproc,sproc,0,,,,
sideroxyla,potosina,sproc,sproc,0,,,,
sideroxyla,striatula,sproc,sproc,0,,,,
sideroxyla,glabrescens,sproc,sproc,0,,,,
sideroxyla,rugosa,sproc,sproc,0,,,,
sideroxyla,greggii,sproc,sproc,0,,,,
sideroxyla,obtusata,sproc,sproc,0,,,,
sideroxyla,peduncularis,sproc,sproc,0,,,,
sideroxyla,deserticola,sproc,sproc,0,,,,
sideroxyla,diversifolia,sproc,sproc,0,,,,
sideroxyla,glaucoides,sproc,sproc,0,,,,
sideroxyla,grisea,sproc,sproc,0,,,,
sideroxyla,chihuahuensis,sproc,sproc,0,,,,
sideroxyla,oblongifolia,sproc,sproc,0,,,,
sideroxyla,toumeyi,sproc,sproc,0,,,,
hypoleucoides,palmeri,sproc,sproc,0,,,,
hypoleucoides,chrysolepis,sproc,sproc,0,,,,
hypoleucoides,engelmannii,sproc,sproc,0,,,,
hypoleucoides,michauxii,sproc,sproc,0,,,,
hypoleucoides,mohriana,sproc,sproc,0,,,,
hypoleucoides,polymorpha,sproc,sproc,0,,,,
hypoleucoides,pungens,sproc,sproc,0,,,,
hypoleucoides,sinuata,sproc,sproc,0,,,,
hypoleucoides,subspathulata,sproc,sproc,0,,,,
hypoleucoides,striatula,sproc,sproc,0,,,,
hypoleucoides,rugosa,sproc,sproc,0,,,,
hypoleucoides,greggii,sproc,sproc,0,,,,
hypoleucoides,grisea,sproc,sproc,0,,,,
hypoleucoides,chihuahuensis,sproc,sproc,0,,,,
hypoleucoides,oblongifolia,sproc,sproc,0,,,,
hypoleucoides,toumeyi,sproc,sproc,0,,,,
hypoleucoides,turbinella,sproc,sproc,0,,,,
urbanii,fusiformis,sproc,sproc,0,,,,
urbanii,engelmannii,sproc,sproc,0,,,,
urbanii,mohriana,sproc,sproc,0,,,,
urbanii,polymorpha,sproc,sproc,0,,,,
urbanii,laceyi,sproc,sproc,0,,,,
urbanii,vaseyana,sproc,sproc,0,,,,
urbanii,pungens,sproc,sproc,0,,,,
urbanii,sinuata,sproc,sproc,0,,,,
urbanii,martinezii,sproc,sproc,0,,,,
urbanii,germana,sproc,sproc,0,,,,
urbanii,lancifolia,sproc,sproc,0,,,,
urbanii,insignis,sproc,sproc,0,,,,
urbanii,corrugata,sproc,sproc,0,,,,
urbanii,copeyensis,sproc,sproc,0,,,,
urbanii,liebmanii,sproc,sproc,0,,,,
urbanii,glaucescens,sproc,sproc,0,,,,
urbanii,magnoliifolia,sproc,sproc,0,,,,
urbanii,resinosa,sproc,sproc,0,,,,
urbanii,subspathulata,sproc,sproc,0,,,,
urbanii,segoviensis,sproc,sproc,0,,,,
urbanii,potosina,sproc,sproc,0,,,,
urbanii,striatula,sproc,sproc,0,,,,
urbanii,glabrescens,sproc,sproc,0,,,,
urbanii,rugosa,sproc,sproc,0,,,,
urbanii,greggii,sproc,sproc,0,,,,
urbanii,obtusata,sproc,sproc,0,,,,
urbanii,peduncularis,sproc,sproc,0,,,,
urbanii,deserticola,sproc,sproc,0,,,,
urbanii,diversifolia,sproc,sproc,0,,,,
urbanii,glaucoides,sproc,sproc,0,,,,
urbanii,grisea,sproc,sproc,0,,,,
urbanii,chihuahuensis,sproc,sproc,0,,,,
urbanii,oblongifolia,sproc,sproc,0,,,,
urbanii,toumeyi,sproc,sproc,0,,,,
crassifolia,fusiformis,sproc,sproc,0,,,,
crassifolia,polymorpha,sproc,sproc,0,,,,
crassifolia,laceyi,sproc,sproc,0,,,,
crassifolia,vaseyana,sproc,sproc,0,,,,
crassifolia,pungens,sproc,sproc,0,,,,
crassifolia,sinuata,sproc,sproc,0,,,,
crassifolia,martinezii,sproc,sproc,0,,,,
crassifolia,germana,sproc,sproc,0,,,,
crassifolia,lancifolia,sproc,sproc,0,,,,
crassifolia,insignis,sproc,sproc,0,,,,
crassifolia,corrugata,sproc,sproc,0,,,,
crassifolia,copeyensis,sproc,sproc,0,,,,
crassifolia,liebmanii,sproc,sproc,0,,,,
crassifolia,glaucescens,sproc,sproc,0,,,,
crassifolia,magnoliifolia,sproc,sproc,0,,,,
crassifolia,resinosa,sproc,sproc,0,,,,
crassifolia,subspathulata,sproc,sproc,0,,,,
crassifolia,segoviensis,sproc,sproc,0,,,,
crassifolia,potosina,sproc,sproc,0,,,,
crassifolia,striatula,sproc,sproc,0,,,,
crassifolia,glabrescens,sproc,sproc,0,,,,
crassifolia,rugosa,sproc,sproc,0,,,,
crassifolia,greggii,sproc,sproc,0,,,,
crassifolia,obtusata,sproc,sproc,0,,,,
crassifolia,peduncularis,sproc,sproc,0,,,,
crassifolia,deserticola,sproc,sproc,0,,,,
crassifolia,diversifolia,sproc,sproc,0,,,,
crassifolia,glaucoides,sproc,sproc,0,,,,
crassifolia,chihuahuensis,sproc,sproc,0,,,,
crassifolia,toumeyi,sproc,sproc,0,,,,
emoryi,cedrosensis,sproc,sproc,0,,,,
emoryi,palmeri,sproc,sproc,0,,,,
emoryi,chrysolepis,sproc,sproc,0,,,,
emoryi,engelmannii,sproc,sproc,0,,,,
emoryi,berberidifolia,sproc,sproc,0,,,,
emoryi,cornelius-mulleri,sproc,sproc,0,,,,
emoryi,dumosa,sproc,sproc,0,,,,
emoryi,michauxii,sproc,sproc,0,,,,
emoryi,mohriana,sproc,sproc,0,,,,
emoryi,polymorpha,sproc,sproc,0,,,,
emoryi,laceyi,sproc,sproc,0,,,,
emoryi,vaseyana,sproc,sproc,0,,,,
emoryi,pungens,sproc,sproc,0,,,,
emoryi,sinuata,sproc,sproc,0,,,,
emoryi,magnoliifolia,sproc,sproc,0,,,,
emoryi,resinosa,sproc,sproc,0,,,,
emoryi,subspathulata,sproc,sproc,0,,,,
emoryi,potosina,sproc,sproc,0,,,,
emoryi,striatula,sproc,sproc,0,,,,
emoryi,rugosa,sproc,sproc,0,,,,
emoryi,greggii,sproc,sproc,0,,,,
emoryi,obtusata,sproc,sproc,0,,,,
emoryi,deserticola,sproc,sproc,0,,,,
emoryi,glaucoides,sproc,sproc,0,,,,
emoryi,grisea,sproc,sproc,0,,,,
emoryi,chihuahuensis,sproc,sproc,0,,,,
emoryi,oblongifolia,sproc,sproc,0,,,,
emoryi,toumeyi,sproc,sproc,0,,,,
emoryi,turbinella,sproc,sproc,0,,,,
viminea,engelmannii,sproc,sproc,0,,,,
viminea,mohriana,sproc,sproc,0,,,,
viminea,polymorpha,sproc,sproc,0,,,,
viminea,laceyi,sproc,sproc,0,,,,
viminea,vaseyana,sproc,sproc,0,,,,
viminea,pungens,sproc,sproc,0,,,,
viminea,martinezii,sproc,sproc,0,,,,
viminea,germana,sproc,sproc,0,,,,
viminea,lancifolia,sproc,sproc,0,,,,
viminea,liebmanii,sproc,sproc,0,,,,
viminea,magnoliifolia,sproc,sproc,0,,,,
viminea,resinosa,sproc,sproc,0,,,,
viminea,subspathulata,sproc,sproc,0,,,,
viminea,potosina,sproc,sproc,0,,,,
viminea,striatula,sproc,sproc,0,,,,
viminea,glabrescens,sproc,sproc,0,,,,
viminea,rugosa,sproc,sproc,0,,,,
viminea,greggii,sproc,sproc,0,,,,
viminea,obtusata,sproc,sproc,0,,,,
viminea,peduncularis,sproc,sproc,0,,,,
viminea,deserticola,sproc,sproc,0,,,,
viminea,diversifolia,sproc,sproc,0,,,,
viminea,glaucoides,sproc,sproc,0,,,,
viminea,grisea,sproc,sproc,0,,,,
viminea,chihuahuensis,sproc,sproc,0,,,,
viminea,oblongifolia,sproc,sproc,0,,,,
viminea,toumeyi,sproc,sproc,0,,,,
viminea,turbinella,sproc,sproc,0,,,,
jonesii,fusiformis,sproc,sproc,0,,,,
jonesii,engelmannii,sproc,sproc,0,,,,
jonesii,mohriana,sproc,sproc,0,,,,
jonesii,polymorpha,sproc,sproc,0,,,,
jonesii,laceyi,sproc,sproc,0,,,,
jonesii,vaseyana,sproc,sproc,0,,,,
jonesii,pungens,sproc,sproc,0,,,,
jonesii,sinuata,sproc,sproc,0,,,,
jonesii,martinezii,sproc,sproc,0,,,,
jonesii,germana,sproc,sproc,0,,,,
jonesii,lancifolia,sproc,sproc,0,,,,
jonesii,liebmanii,sproc,sproc,0,,,,
jonesii,glaucescens,sproc,sproc,0,,,,
jonesii,magnoliifolia,sproc,sproc,0,,,,
jonesii,resinosa,sproc,sproc,0,,,,
jonesii,subspathulata,sproc,sproc,0,,,,
jonesii,potosina,sproc,sproc,0,,,,
jonesii,striatula,sproc,sproc,0,,,,
jonesii,glabrescens,sproc,sproc,0,,,,
jonesii,rugosa,sproc,sproc,0,,,,
jonesii,greggii,sproc,sproc,0,,,,
jonesii,obtusata,sproc,sproc,0,,,,
jonesii,peduncularis,sproc,sproc,0,,,,
jonesii,deserticola,sproc,sproc,0,,,,
jonesii,diversifolia,sproc,sproc,0,,,,
jonesii,glaucoides,sproc,sproc,0,,,,
jonesii,grisea,sproc,sproc,0,,,,
jonesii,chihuahuensis,sproc,sproc,0,,,,
jonesii,oblongifolia,sproc,sproc,0,,,,
jonesii,toumeyi,sproc,sproc,0,,,,
aristata,polymorpha,sproc,sproc,0,,,,
aristata,laceyi,sproc,sproc,0,,,,
aristata,vaseyana,sproc,sproc,0,,,,
aristata,pungens,sproc,sproc,0,,,,
aristata,martinezii,sproc,sproc,0,,,,
aristata,germana,sproc,sproc,0,,,,
aristata,lancifolia,sproc,sproc,0,,,,
aristata,insignis,sproc,sproc,0,,,,
aristata,corrugata,sproc,sproc,0,,,,
aristata,copeyensis,sproc,sproc,0,,,,
aristata,liebmanii,sproc,sproc,0,,,,
aristata,glaucescens,sproc,sproc,0,,,,
aristata,magnoliifolia,sproc,sproc,0,,,,
aristata,resinosa,sproc,sproc,0,,,,
aristata,subspathulata,sproc,sproc,0,,,,
aristata,segoviensis,sproc,sproc,0,,,,
aristata,potosina,sproc,sproc,0,,,,
aristata,striatula,sproc,sproc,0,,,,
aristata,glabrescens,sproc,sproc,0,,,,
aristata,rugosa,sproc,sproc,0,,,,
aristata,greggii,sproc,sproc,0,,,,
aristata,obtusata,sproc,sproc,0,,,,
aristata,peduncularis,sproc,sproc,0,,,,
aristata,deserticola,sproc,sproc,0,,,,
aristata,diversifolia,sproc,sproc,0,,,,
aristata,glaucoides,sproc,sproc,0,,,,
aristata,chihuahuensis,sproc,sproc,0,,,,
uxoris,polymorpha,sproc,sproc,0,,,,
uxoris,pungens,sproc,sproc,0,,,,
uxoris,martinezii,sproc,sproc,0,,,,
uxoris,germana,sproc,sproc,0,,,,
uxoris,lancifolia,sproc,sproc,0,,,,
uxoris,insignis,sproc,sproc,0,,,,
uxoris,corrugata,sproc,sproc,0,,,,
uxoris,copeyensis,sproc,sproc,0,,,,
uxoris,liebmanii,sproc,sproc,0,,,,
uxoris,glaucescens,sproc,sproc,0,,,,
uxoris,magnoliifolia,sproc,sproc,0,,,,
uxoris,resinosa,sproc,sproc,0,,,,
uxoris,subspathulata,sproc,sproc,0,,,,
uxoris,segoviensis,sproc,sproc,0,,,,
uxoris,potosina,sproc,sproc,0,,,,
uxoris,glabrescens,sproc,sproc,0,,,,
uxoris,rugosa,sproc,sproc,0,,,,
uxoris,greggii,sproc,sproc,0,,,,
uxoris,obtusata,sproc,sproc,0,,,,
uxoris,peduncularis,sproc,sproc,0,,,,
uxoris,deserticola,sproc,sproc,0,,,,
uxoris,diversifolia,sproc,sproc,0,,,,
uxoris,glaucoides,sproc,sproc,0,,,,
elliptica,polymorpha,sproc,sproc,0,,,,
elliptica,vaseyana,sproc,sproc,0,,,,
elliptica,pungens,sproc,sproc,0,,,,
elliptica,martinezii,sproc,sproc,0,,,,
elliptica,germana,sproc,sproc,0,,,,
elliptica,lancifolia,sproc,sproc,0,,,,
elliptica,insignis,sproc,sproc,0,,,,
elliptica,corrugata,sproc,sproc,0,,,,
elliptica,copeyensis,sproc,sproc,0,,,,
elliptica,liebmanii,sproc,sproc,0,,,,
elliptica,glaucescens,sproc,sproc,0,,,,
elliptica,magnoliifolia,sproc,sproc,0,,,,
elliptica,resinosa,sproc,sproc,0,,,,
